Analyte	Target	EntrezGeneSymbol	Estimate	Standard_error	Pvalue	FDR	bonferroni	diffexpressed
X6413.79	LIPK	LIPK	-0.000860048	0.000830107	0.30039474	0.396499992	1	Not-Significant
X13125.45	Vitronectin	VTN	-0.023880651	0.023051346	0.300435191	0.396499992	1	Not-Significant
X12348.46	SYSM	SARS2	0.000792919	0.000766338	0.301037557	0.397220384	1	Not-Significant
X6593.5	GALT3	GALNT3	0.000801599	0.000774981	0.301201502	0.397358299	1	Not-Significant
X8842.16	GRM1C	GRAMD1C	-0.000716545	0.000692833	0.301255139	0.397358299	1	Not-Significant
X11223.1	TM154	TMEM154	0.000844985	0.000817263	0.301397139	0.397471011	1	Not-Significant
X12563.2	TFIP8	TNFAIP8	-0.003483985	0.003373248	0.301906251	0.398067725	1	Not-Significant
X4328.2	BOC	BOC	-0.00465323	0.004507666	0.302159026	0.398296286	1	Not-Significant
X12341.8	DUS6	DUSP6	-0.001024856	0.000992867	0.302192928	0.398296286	1	Not-Significant
X16015.19	ALT	GPT	0.001522439	0.00147851	0.303370472	0.39977335	1	Not-Significant
X21339.19	ALAT2	GPT2	0.001045526	0.001016445	0.303887378	0.400379452	1	Not-Significant
X7958.15	KIRR2	KIRREL2	-0.000712704	0.000692966	0.303945016	0.400380344	1	Not-Significant
X12798.46	S4A8	SLC4A8	-0.00091677	0.000892011	0.304287821	0.40075681	1	Not-Significant
X2677.1	ERBB1	EGFR	0.005093654	0.004962027	0.304863927	0.401440342	1	Not-Significant
X12803.9	ZN329	ZNF329	-0.000795189	0.00077566	0.305501221	0.402204173	1	Not-Significant
X7189.55	CHST3	CHST3	-0.000823263	0.000803942	0.306044144	0.4028435	1	Not-Significant
X11560.76	NFAC4	NFATC4	-0.000751517	0.000734026	0.306139997	0.402894221	1	Not-Significant
X9332.6	DB136	DEFB136	0.000820416	0.000801831	0.306447508	0.403223425	1	Not-Significant
X13670.81	GIIE	PLA2G2E	0.001660848	0.001623641	0.30656786	0.403306286	1	Not-Significant
X14025.18	4-1BB	TNFRSF9	0.000797337	0.00077964	0.306672119	0.40336795	1	Not-Significant
X11596.47	ZN75D	ZNF75D	-0.000731494	0.000715359	0.30673862	0.403379937	1	Not-Significant
X20549.1	IZUM4	IZUMO4	0.006612146	0.006481487	0.30787293	0.40479589	1	Not-Significant
X23624.34	PEN2	PSENEN	-0.000752718	0.000738948	0.308600549	0.40567669	1	Not-Significant
X9035.2	MXI1	MXI1	0.000831959	0.000817333	0.308953002	0.406064071	1	Not-Significant
X11196.31	Collagen alpha-3(VI):BPTI/Kunitz inhibitor	COL6A3	0.005526342	0.005436022	0.309555285	0.40673064	1	Not-Significant
X5613.75	NTAL	LAT2	-0.001023164	0.001006481	0.309575889	0.40673064	1	Not-Significant
X5488.74	SRCN1	SRC	-0.001791352	0.00176319	0.309862887	0.407031627	1	Not-Significant
X25111.24	RAD18	RAD18	-0.000963774	0.000949288	0.310203758	0.407403254	1	Not-Significant
X13547.5	5HT7R	HTR7	-0.003232994	0.003187056	0.310616169	0.407868682	1	Not-Significant
X18174.79	PDC6I	PDCD6IP	0.007693305	0.007585629	0.310708324	0.407913487	1	Not-Significant
X8767.44	Endothelin-converting enzyme 1:CD	ECE1	-0.000749748	0.000739513	0.310882011	0.407996092	1	Not-Significant
X8359.149	DRAK2	STK17B	-0.000651202	0.000642323	0.310887334	0.407996092	1	Not-Significant
X11545.9	HVEM	TNFRSF14	0.000858026	0.000847735	0.311692298	0.408976136	1	Not-Significant
X11677.17	ZDH14	ZDHHC14	-0.001281276	0.001266444	0.311897853	0.409169468	1	Not-Significant
X4910.21	GIB	PLA2G1B	-0.001424873	0.001408929	0.312083885	0.40933712	1	Not-Significant
X25248.28	NUMB	NUMB	-0.002213166	0.002192802	0.313055618	0.410535063	1	Not-Significant
X3143.3	sCD4	CD4	0.001464107	0.001451981	0.313502948	0.411044996	1	Not-Significant
X20105.7	Myosin light polypeptide 6	MYL6	-0.003339258	0.003313042	0.313716442	0.411248204	1	Not-Significant
X3820.68	MAPK2	MAPKAPK2	-0.000658743	0.000654033	0.314057028	0.41161791	1	Not-Significant
X14197.2	PRDM1	PRDM1	-0.001134754	0.001126789	0.314119321	0.411622801	1	Not-Significant
X11319.106	MRE11	MRE11	-0.000705343	0.000700609	0.314271319	0.411696397	1	Not-Significant
X11645.9	P4HA1	P4HA1	-0.000929823	0.000923627	0.314292626	0.411696397	1	Not-Significant
X21365.5	CYH3	CYTH3	-0.002032664	0.002020066	0.31452062	0.411918286	1	Not-Significant
X19367.34	D3D2	ECI1	0.005979937	0.005947191	0.314870959	0.412300292	1	Not-Significant
X15513.108	Prostasin	PRSS8	0.006680081	0.006646012	0.315052175	0.412460745	1	Not-Significant
X22143.6	FBX28	FBXO28	0.000724825	0.000723248	0.316473825	0.414244789	1	Not-Significant
X11300.32	SORT	SORT1	-0.00072614	0.000724956	0.316737643	0.41451292	1	Not-Significant
X9102.28	ZFY27:CD region 2	ZFYVE27	0.001128372	0.001127101	0.316984531	0.414758799	1	Not-Significant
X21887.2	CBLN2	CBLN2	-0.00433815	0.004334562	0.317126044	0.414866734	1	Not-Significant
X14029.42	CSN2	COPS2	-0.001974296	0.001973116	0.317238583	0.414936732	1	Not-Significant
X21183.1	DUS10	DUSP10	0.001240468	0.001240377	0.317491512	0.415121888	1	Not-Significant
X12491.23	CLIC4	CLIC4	-0.011829583	0.011828692	0.31749826	0.415121888	1	Not-Significant
X11104.13	YKL-40	CHI3L1	-0.013472813	0.013487796	0.318062609	0.415782421	1	Not-Significant
X12756.3	BACH2	BACH2	0.000781764	0.000783194	0.318412304	0.416162158	1	Not-Significant
X16607.78	Gelsolin	GSN	-0.000977045	0.000979484	0.318732824	0.416501554	1	Not-Significant
X16851.50	SCO2	SCO2	-0.000853588	0.000855817	0.318790491	0.416501554	1	Not-Significant
X6390.18	NPS	NPS	-0.004721148	0.00473765	0.319213962	0.416977317	1	Not-Significant
X21181.10	LR2BP	LRP2BP	0.001496309	0.001502565	0.319545698	0.417333094	1	Not-Significant
X11229.16	ERN1	ERN1	0.000789887	0.00079337	0.319656578	0.41740035	1	Not-Significant
X12417.46	TPRKB	TPRKB	-0.00187985	0.001889439	0.31999038	0.417758614	1	Not-Significant
X8088.56	CA210	C1orf210	-0.001054126	0.001059889	0.320165872	0.417910105	1	Not-Significant
X8597.1	TMEM9:CD	TMEM9	0.001142922	0.001149725	0.320399235	0.418119125	1	Not-Significant
X3212.30	ASAH2	ASAH2	-0.00397648	0.004000535	0.320444975	0.418119125	1	Not-Significant
X10832.24	B4GT6	B4GALT6	0.005275581	0.005312755	0.320922501	0.418553484	1	Not-Significant
X3505.6	Lymphotoxin a1/b2	LTA|LTB	0.002178123	0.002193692	0.320975554	0.418553484	1	Not-Significant
X9191.8	Trefoil factor 2	TFF2	-0.007975804	0.008033801	0.321033299	0.418553484	1	Not-Significant
X11464.9	RELB	RELB	0.001215811	0.001224741	0.32106662	0.418553484	1	Not-Significant
X7741.111	RTF1	RTF1	0.000804343	0.000810264	0.321075599	0.418553484	1	Not-Significant
X10966.1	a2-HS-Glycoprotein	AHSG	-0.038868387	0.0391943	0.32156404	0.419112486	1	Not-Significant
X24289.1	CG053	LSMEM1	-0.00086081	0.00086999	0.322660953	0.420434227	1	Not-Significant
X21437.77	MGMT	MGMT	0.006706879	0.006778966	0.322697774	0.420434227	1	Not-Significant
X20979.86	TF2B	GTF2B	0.000697563	0.000705158	0.322765913	0.42044507	1	Not-Significant
X19615.213	5NT3	NT5C3A	-0.001491366	0.001509685	0.323433159	0.421236181	1	Not-Significant
X22120.4	DCA11	DCAF11	-0.000688514	0.000697862	0.324053669	0.421888946	1	Not-Significant
X8062.15	F176B	EVA1B	-0.001059706	0.001074217	0.324111297	0.421888946	1	Not-Significant
X13979.3	S26A7	SLC26A7	0.000686622	0.000696037	0.324114427	0.421888946	1	Not-Significant
X13706.12	IL-12 Rb1	IL12RB1	-0.001412064	0.001431794	0.324240668	0.421975126	1	Not-Significant
X11353.143	SMAD2	SMAD2	0.0010739	0.001089035	0.324302402	0.421977338	1	Not-Significant
X12437.18	ULK3	ULK3	0.000607531	0.00061675	0.324810494	0.422485197	1	Not-Significant
X14094.29	HB-EGF	HBEGF	0.001235345	0.001254092	0.324812919	0.422485197	1	Not-Significant
X7805.52	GOS-28	GOSR1	0.000778538	0.000790796	0.325084432	0.422760125	1	Not-Significant
X16749.79	BMP-3b	GDF10	-0.000741409	0.000753924	0.325626875	0.423387219	1	Not-Significant
X24431.32	CMTR1	CMTR1	-0.000821157	0.00083516	0.325706354	0.423412237	1	Not-Significant
X23578.6	SMIM3	SMIM3	0.000889378	0.000905835	0.326399026	0.424178688	1	Not-Significant
X11424.4	FAAA	FAH	0.005790415	0.005897766	0.326416635	0.424178688	1	Not-Significant
X23370.39	KCAB3	KCNAB3	-0.001239106	0.001265042	0.327546766	0.425568617	1	Not-Significant
X4541.49	CDON	CDON	0.004937022	0.005049263	0.328399077	0.426489589	1	Not-Significant
X24634.1	DSCR6	RIPPLY3	0.000790332	0.000808292	0.328399446	0.426489589	1	Not-Significant
X21476.43	NEIL2	NEIL2	0.000944188	0.00096572	0.328437636	0.426489589	1	Not-Significant
X8372.29	CDHR1	CDHR1	-0.00061185	0.000626277	0.328797843	0.42687847	1	Not-Significant
X11350.30	CHIP	STUB1	-0.00108034	0.001106871	0.329260302	0.427368886	1	Not-Significant
X4237.70	LCMT1	LCMT1	-0.001079848	0.001106453	0.329297181	0.427368886	1	Not-Significant
X15579.26	ENPP6	ENPP6	-0.006861426	0.007033238	0.329488324	0.427511727	1	Not-Significant
X16916.19	SLIK6	SLITRK6	-0.015503942	0.015895102	0.329575387	0.427511727	1	Not-Significant
X19748.3	ERG19	MVD	0.002899064	0.002972262	0.329589707	0.427511727	1	Not-Significant
X12665.16	ILF2	ILF2	0.000880167	0.000904602	0.330769478	0.428962853	1	Not-Significant
X2615.60	Ephrin-A5	EFNA5	0.005503503	0.005658406	0.330949179	0.429116727	1	Not-Significant
X3821.28	MAPK5	MAPKAPK5	-0.00089551	0.000921963	0.331605628	0.429888594	1	Not-Significant
X24696.14	MAGIX	MAGIX	0.000848464	0.000873701	0.331702388	0.429934738	1	Not-Significant
X15608.5	KS6B1	RPS6KB1	-0.000688326	0.000709555	0.332217738	0.430523318	1	Not-Significant
X22821.50	UNG	UNG	-0.006477858	0.006684857	0.33276367	0.431151306	1	Not-Significant
X25216.8	Calgranulin A	S100A8	0.001813605	0.001873575	0.333263214	0.43171897	1	Not-Significant
X21951.32	ARNT	ARNT	0.002087868	0.002160007	0.333952906	0.432532702	1	Not-Significant
X6912.6	EFHA2	MICU3	-0.000941062	0.000974233	0.334279474	0.432875907	1	Not-Significant
X19142.39	DNM3L	DNMT3L	0.000757365	0.000784391	0.334480758	0.433056778	1	Not-Significant
X10956.82	GCSH	GCSH	-0.001275073	0.001321202	0.334711626	0.433275879	1	Not-Significant
X22486.58	Keratin 6A	KRT6A	-0.001163858	0.001206383	0.334880671	0.433414885	1	Not-Significant
X10425.3	B4GT5	B4GALT5	-0.000881635	0.0009143	0.335118588	0.43364296	1	Not-Significant
X7253.6	QKI	QKI	-0.000883893	0.000917501	0.33557102	0.434082776	1	Not-Significant
X21360.27	SPEC1	SPECC1	-0.001341531	0.001392571	0.335581989	0.434082776	1	Not-Significant
X3358.51	CDK5/p35	CDK5|CDK5R1	-0.000806777	0.000837871	0.335812677	0.434282639	1	Not-Significant
X25895.29	Caspase-5	CASP5	0.000835106	0.000867445	0.335895727	0.434282639	1	Not-Significant
X17224.12	MIME	OGN	-0.005101986	0.005300197	0.335954686	0.434282639	1	Not-Significant
X10391.1	ANGL3	ANGPTL3	-0.009038516	0.00939023	0.335983638	0.434282639	1	Not-Significant
X23363.41	PCBP2	PCBP2	0.002933168	0.003049013	0.336255353	0.434553939	1	Not-Significant
X6612.90	CP079	BRICD5	0.000988863	0.001028843	0.336689123	0.43503453	1	Not-Significant
X11591.43	PRC1	PRC1	-0.00094786	0.000986685	0.33694018	0.435278905	1	Not-Significant
X20977.2	PHLP	PDCL	0.000795572	0.000828398	0.337079831	0.435370202	1	Not-Significant
X3404.51	TPSG1	TPSG1	-0.000827438	0.000861679	0.337134729	0.435370202	1	Not-Significant
X8927.6	CG073	None	0.000712092	0.000742566	0.337785064	0.436129907	1	Not-Significant
X12361.102	RRAS2	RRAS2	-0.00077032	0.000803826	0.338111235	0.436470867	1	Not-Significant
X9583.17	RNF24	RNF24	-0.001043491	0.001090824	0.338972099	0.437501815	1	Not-Significant
X21440.9	ADAM-8	ADAM8	0.000721216	0.000756109	0.340366471	0.439220841	1	Not-Significant
X17145.1	S100A8/S100A9	S100A8|S100A9	-0.003830617	0.004017178	0.340532135	0.43935396	1	Not-Significant
X23575.58	COX19	COX19	-0.000695517	0.000730178	0.34103693	0.439924496	1	Not-Significant
X18316.75	3-Sep	SEPTIN3	0.000589979	0.00061963	0.341233244	0.440096967	1	Not-Significant
X6551.94	Vaspin	SERPINA12	-0.000754215	0.000793	0.34177434	0.440713967	1	Not-Significant
X21979.12	Integrin a6	ITGA6	0.000686439	0.000722848	0.342506948	0.441577648	1	Not-Significant
X8474.6	ROR1	ROR1	0.004685587	0.004935932	0.342681155	0.441721225	1	Not-Significant
X2475.1	SCF sR	KIT	-0.005188313	0.005472385	0.343287867	0.442422152	1	Not-Significant
X8044.90	XG	XG	0.001876959	0.001981714	0.343772299	0.442965259	1	Not-Significant
X13731.14	C7	C7	0.002197199	0.002320912	0.343998085	0.443174953	1	Not-Significant
X6359.50	AGO61	POMGNT2	0.003309726	0.003497167	0.344151104	0.443290839	1	Not-Significant
X11168.3	MEG10	MEGF10	0.001033876	0.001093312	0.344537942	0.443707804	1	Not-Significant
X5689.1	DB112	DEFB112	-0.001606289	0.001699442	0.344774339	0.44387701	1	Not-Significant
X5733.61	IFN10	IFNA10	-0.000835208	0.000883682	0.344795629	0.44387701	1	Not-Significant
X5196.7	NMT1	NMT1	-0.000963946	0.001020382	0.345029857	0.44409721	1	Not-Significant
X15615.8	LIRB3	LILRB3	-0.002053768	0.002181209	0.346636713	0.44607958	1	Not-Significant
X6921.24	B4GT3	B4GALT3	-0.000642562	0.00068255	0.346696934	0.44607958	1	Not-Significant
X24904.121	STXB4	STXBP4	-0.00124003	0.001317781	0.346908575	0.44626998	1	Not-Significant
X15301.24	sperm protein 10	ACRV1	-0.00076016	0.00080793	0.346971893	0.44626998	1	Not-Significant
X8246.9	PCSK9	PCSK9	0.0071611	0.007618818	0.347459296	0.44681511	1	Not-Significant
X24697.48	ROA0	HNRNPA0	-0.003314635	0.003527614	0.347614556	0.446933001	1	Not-Significant
X6925.26	SNX8	SNX8	-0.001652549	0.001760998	0.348233685	0.447645906	1	Not-Significant
X8556.5	F134B	RETREG1	0.001193546	0.001272039	0.348296409	0.447645906	1	Not-Significant
X25288.16	FMO3	FMO3	-0.001117466	0.001192365	0.34886793	0.448298479	1	Not-Significant
X11089.7	IgA	IGHA1|IGHA2	-0.011212928	0.012007188	0.350582986	0.450419998	1	Not-Significant
X6385.63	VWA1	VWA1	0.003183582	0.003412314	0.351036173	0.45088937	1	Not-Significant
X4987.17	FCAR	FCAR	-0.000670297	0.000718515	0.351076614	0.45088937	1	Not-Significant
X25099.4	CAPS2	CADPS2	0.000754097	0.000808778	0.351335982	0.451128857	1	Not-Significant
X4209.60	DRG-1	VTA1	0.002947459	0.003161534	0.351391449	0.451128857	1	Not-Significant
X2991.9	IL-1 sRI	IL1R1	0.004595479	0.004930727	0.351532209	0.451227154	1	Not-Significant
X7860.9	HERC4	HERC4	-0.000666022	0.000715416	0.352076505	0.4518433	1	Not-Significant
X21663.149	SIA8A	ST8SIA1	-0.003457721	0.003715309	0.352225765	0.451952337	1	Not-Significant
X7903.18	VAMP3	VAMP3	0.000639087	0.000687136	0.352535268	0.45226691	1	Not-Significant
X15559.5	ANTR2	ANTXR2	-0.002478811	0.002666432	0.352764011	0.452400546	1	Not-Significant
X18402.1	AMERL	AMMECR1L	-0.000918084	0.000987584	0.352768159	0.452400546	1	Not-Significant
X4467.49	SPARCL1	SPARCL1	0.002455282	0.00264186	0.352895749	0.452481616	1	Not-Significant
X12396.19	HIBCH	HIBCH	0.005680662	0.006115182	0.353120591	0.452687331	1	Not-Significant
X12743.18	BAG5	BAG5	0.000598478	0.000644851	0.353563147	0.453095401	1	Not-Significant
X15570.99	Complement receptor type 2	CR2	0.005598711	0.006032548	0.353567829	0.453095401	1	Not-Significant
X12368.18	PCAF	KAT2B	-0.000650243	0.000701613	0.354240384	0.453874528	1	Not-Significant
X16802.31	OCAD1	OCIAD1	0.001067576	0.001152127	0.354330721	0.453907533	1	Not-Significant
X12878.60	OSB11	OSBPL11	0.001108818	0.001197091	0.354511279	0.454056083	1	Not-Significant
X23305.38	REEP2	REEP2	0.00281366	0.003044814	0.355647751	0.455428683	1	Not-Significant
X20408.11	TOM20	TOMM20	-0.000552924	0.000599394	0.356483622	0.456415916	1	Not-Significant
X15468.14	FHR1	CFHR1	0.001067143	0.001157725	0.356853586	0.456806385	1	Not-Significant
X23658.1	SYNM	NARS2	-0.000626155	0.000679457	0.356963043	0.456863298	1	Not-Significant
X5677.15	CB066	C2orf66	-0.000747587	0.000812513	0.357724616	0.457754656	1	Not-Significant
X24708.7	DHRS3	DHRS3	-0.001201202	0.001305868	0.357849767	0.45779626	1	Not-Significant
X3038.9	I-TAC	CXCL11	0.006947371	0.007553225	0.357887387	0.45779626	1	Not-Significant
X2730.58	MICA	MICA	-0.005383401	0.005856916	0.358212479	0.458128733	1	Not-Significant
X15613.16	LIPP	PNLIP	-0.005688509	0.006196344	0.358798447	0.458794667	1	Not-Significant
X20089.172	ST1C4	SULT1C4	-0.000770967	0.000840348	0.359111004	0.459110812	1	Not-Significant
X17350.13	CHM2B	CHMP2B	0.002140243	0.002334233	0.3593963	0.459391997	1	Not-Significant
X13610.9	MAGE-10	MAGEA10	0.003139288	0.003426756	0.359807	0.459833346	1	Not-Significant
X14133.93	IL-1 sRII	IL1R2	-0.007986551	0.008731134	0.360535003	0.460679974	1	Not-Significant
X2871.73	RAD51	RAD51	-0.001453086	0.001589275	0.3607584	0.460845097	1	Not-Significant
X11278.4	COL11A2	COL11A2	0.004499666	0.004922468	0.360859473	0.460845097	1	Not-Significant
X9348.1	C1RL1	C1RL	-0.00623548	0.006821412	0.360860921	0.460845097	1	Not-Significant
X10705.14	SIA7C	ST6GALNAC3	0.000719878	0.000788883	0.361689383	0.461819196	1	Not-Significant
X18271.43	OXSM	OXSM	-0.000832629	0.00091416	0.362591491	0.462886958	1	Not-Significant
X21389.32	STK3	STK3	0.001532994	0.001683909	0.362819827	0.463094346	1	Not-Significant
X13651.54	ZFP91	ZFP91	-0.001108912	0.001218904	0.363147775	0.463428778	1	Not-Significant
X9627.15	VITRN	VIT	-0.006182152	0.006805126	0.363832846	0.464218746	1	Not-Significant
X6715.63	PPBN	ALPG	-0.000646278	0.000712236	0.364394401	0.464850861	1	Not-Significant
X4146.58	Neurotrophin-5	NTF4	-0.000729954	0.000805117	0.364794117	0.465276329	1	Not-Significant
X18921.30	PHEX	PHEX	0.003003594	0.003314536	0.36507169	0.465467627	1	Not-Significant
X10356.21	c-Jun	JUN	-0.001062116	0.001172165	0.365076544	0.465467627	1	Not-Significant
X14329.4	DIDO1	DIDO1	0.000783762	0.000867746	0.366614989	0.467344352	1	Not-Significant
X17676.13	CIP4	TRIP10	0.002231779	0.002471673	0.366752102	0.467434365	1	Not-Significant
X8795.48	TR:ECD	TFRC	-0.003619912	0.00401065	0.366947026	0.467598014	1	Not-Significant
X7070.25	KELL	KEL	-0.000783726	0.000868833	0.367228535	0.467871918	1	Not-Significant
X12576.21	MAGE-3	MAGEA3	-0.001264219	0.001402098	0.367430505	0.468044404	1	Not-Significant
X10551.7	LAT	LAT	-0.001788337	0.001984273	0.367654361	0.468244701	1	Not-Significant
X9475.22	GPX5	GPX5	-0.001561967	0.001734699	0.368089683	0.468714199	1	Not-Significant
X2330.2	SDF-1	CXCL12	-0.001647149	0.001831833	0.368750088	0.46947009	1	Not-Significant
X4811.33	ITI heavy chain H4	ITIH4	-0.009112231	0.010138786	0.368978826	0.469676235	1	Not-Significant
X20221.26	PDE4C	PDE4C	-0.003975473	0.004424949	0.369153442	0.469813425	1	Not-Significant
X16074.12	GRB2-related adapter protein 2	GRAP2	0.000913931	0.001017534	0.369289369	0.469901335	1	Not-Significant
X14049.17	IL-7	IL7	-0.001064048	0.001186132	0.369873588	0.470559538	1	Not-Significant
X24947.40	NUMBL	NUMBL	0.000771424	0.000860334	0.370096235	0.470757589	1	Not-Significant
X21438.45	TRIM5	TRIM5	-0.002666211	0.002985189	0.371978748	0.473066513	1	Not-Significant
X5626.20	CTRC	CTRC	0.000695634	0.000779267	0.372222144	0.473290422	1	Not-Significant
X24441.7	NCBP1	NCBP1	0.001743983	0.001954409	0.372406463	0.473439144	1	Not-Significant
X11651.24	AGO1	AGO1	-0.000683692	0.000766952	0.372885883	0.473962906	1	Not-Significant
X5666.64	IL-1 sRII	IL1R2	0.000757242	0.000850039	0.373212891	0.474292788	1	Not-Significant
X17822.57	RERG	RERG	-0.000656947	0.000737813	0.373447359	0.474494526	1	Not-Significant
X5111.15	NRX3B	NRXN3	-0.004102443	0.004608036	0.373506646	0.474494526	1	Not-Significant
X13403.5	ETV5	ETV5	-0.00077641	0.000872798	0.373890668	0.474896549	1	Not-Significant
X21732.78	UB2Q1	UBE2Q1	0.001028279	0.001156457	0.374106408	0.475084724	1	Not-Significant
X9032.30	ROS1	ROS1	-0.001453982	0.001635646	0.374229197	0.47515481	1	Not-Significant
X10809.14	KLRB1	KLRB1	-0.001725395	0.001941418	0.374340264	0.47520999	1	Not-Significant
X23576.46	BEX4	BEX4	0.000863659	0.000973169	0.375020761	0.47594406	1	Not-Significant
X22580.29	Ephrin-A2	EFNA2	-0.000977646	0.001101674	0.375053941	0.47594406	1	Not-Significant
X7219.152	HSP 70	HSPA1A	-0.001096544	0.001235999	0.375175738	0.476012683	1	Not-Significant
X18382.109	Catechol O-methyltransferase	COMT	-0.002249897	0.00253679	0.375320653	0.476068405	1	Not-Significant
X13553.4	DCNL3	DCUN1D3	0.000714259	0.000805396	0.375355115	0.476068405	1	Not-Significant
X25497.35	S14L4	SEC14L4	-0.001646813	0.001858333	0.375712995	0.476436341	1	Not-Significant
X13640.5	BCL6	BCL6	-0.000761791	0.000860092	0.375966101	0.476608989	1	Not-Significant
X7122.31	LGR5	LGR5	0.000544219	0.000614469	0.375984755	0.476608989	1	Not-Significant
X10040.63	P73L	TP63	0.000627624	0.000708892	0.376155586	0.476622173	1	Not-Significant
X8055.33	IDD	DGCR2	0.000826898	0.000934032	0.376188495	0.476622173	1	Not-Significant
X20217.26	Lamin-B2	LMNB2	0.003364705	0.00380075	0.37619858	0.476622173	1	Not-Significant
X23164.8	MPC1	MPC1	0.000890314	0.001006417	0.376542366	0.476971759	1	Not-Significant
X23392.41	PKHA3	PLEKHA3	-0.001061593	0.00120187	0.377274676	0.477813279	1	Not-Significant
X23228.2	CL076	C12orf76	-0.000732404	0.000829717	0.377584121	0.47811904	1	Not-Significant
X25093.96	VANG1	VANGL1	0.000596891	0.000676405	0.377725872	0.478212383	1	Not-Significant
X9839.148	Tirap	TIRAP	0.00112737	0.001277844	0.377835804	0.478265418	1	Not-Significant
X12363.70	TRIB2	TRIB2	-0.000617579	0.000700853	0.378408134	0.478903632	1	Not-Significant
X4963.19	ARP19	ARPP19	-0.00064905	0.000736941	0.378651903	0.479125874	1	Not-Significant
