database	model	descr	descr_cleaned	ninter	nunion	jaccard_similarity
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Negative Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050732)	Negative Regulation Of Peptidyl-Tyrosine Phosphorylation	0	2	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	protein-RNA Complex Disassembly (GO:0032988)	protein-RNA Complex Disassembly	0	4	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Catecholamine Catabolic Process (GO:0042424)	Catecholamine Catabolic Process	4	6	0.6666666666666666
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Negative Regulation Of Single Stranded Viral RNA Replication Via Double Stranded DNA Intermediate (GO:0045869)	Negative Regulation Of Single Stranded Viral RNA Replication Via Double Stranded DNA Intermediate	0	5	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Positive Regulation Of TOR Signaling (GO:0032008)	Positive Regulation Of TOR Signaling	3	8	0.375
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Box C/D snoRNP Assembly (GO:0000492)	Box C/D snoRNP Assembly	3	3	1.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Cell Surface Pattern Recognition Receptor Signaling Pathway (GO:0002752)	Cell Surface Pattern Recognition Receptor Signaling Pathway	4	15	0.26666666666666666
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Monoatomic Cation Transmembrane Transport (GO:0098655)	Monoatomic Cation Transmembrane Transport	1	6	0.16666666666666666
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Myeloid Leukocyte Mediated Immunity (GO:0002444)	Myeloid Leukocyte Mediated Immunity	2	10	0.2
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Protein Retention In ER Lumen (GO:0006621)	Protein Retention In ER Lumen	0	5	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Vacuolar Acidification (GO:0007035)	Vacuolar Acidification	2	4	0.5
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Regulation Of Macrophage Cytokine Production (GO:0010935)	Regulation Of Macrophage Cytokine Production	4	7	0.5714285714285714
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Intracellular Estrogen Receptor Signaling Pathway (GO:0030520)	Intracellular Estrogen Receptor Signaling Pathway	3	6	0.5
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Regulation Of ATPase-coupled Calcium Transmembrane Transporter Activity (GO:1901894)	Regulation Of ATPase-coupled Calcium Transmembrane Transporter Activity	1	4	0.25
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Regulation Of Protein-Containing Complex Disassembly (GO:0043244)	Regulation Of Protein-Containing Complex Disassembly	0	5	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Defense Response To Gram-negative Bacterium (GO:0050829)	Defense Response To Gram-negative Bacterium	4	10	0.4
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Cleavage Furrow Formation (GO:0036089)	Cleavage Furrow Formation	1	6	0.16666666666666666
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Positive Regulation Of Epithelial Cell Migration (GO:0010634)	Positive Regulation Of Epithelial Cell Migration	3	9	0.3333333333333333
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Regulation Of Early Endosome To Late Endosome Transport (GO:2000641)	Regulation Of Early Endosome To Late Endosome Transport	1	5	0.2
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Sodium Ion Import Across Plasma Membrane (GO:0098719)	Sodium Ion Import Across Plasma Membrane	4	7	0.5714285714285714
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	ncRNA Processing (GO:0034470)	ncRNA Processing	1	6	0.16666666666666666
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Cellular Hyperosmotic Response (GO:0071474)	Cellular Hyperosmotic Response	2	6	0.3333333333333333
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Positive Regulation Of Cell Motility (GO:2000147)	Positive Regulation Of Cell Motility	3	4	0.75
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Transcription By RNA Polymerase III (GO:0006383)	Transcription By RNA Polymerase III	5	9	0.5555555555555556
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Megakaryocyte Development (GO:0035855)	Megakaryocyte Development	4	4	1.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Mitochondrial Electron Transport, Ubiquinol To Cytochrome C (GO:0006122)	Mitochondrial Electron Transport, Ubiquinol To Cytochrome C	0	10	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	C-terminal Protein Amino Acid Modification (GO:0018410)	C-terminal Protein Amino Acid Modification	0	4	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Positive Regulation Of Signal Transduction By P53 Class Mediator (GO:1901798)	Positive Regulation Of Signal Transduction By P53 Class Mediator	2	4	0.5
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Myoblast Differentiation (GO:0045445)	Myoblast Differentiation	3	6	0.5
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Morphogenesis Of An Epithelium (GO:0002009)	Morphogenesis Of An Epithelium	1	7	0.14285714285714285
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Cellular Response To Magnesium Ion (GO:0071286)	Cellular Response To Magnesium Ion	1	4	0.25
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	V(D)J Recombination (GO:0033151)	V(D)J Recombination	2	4	0.5
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Positive Regulation Of Double-Strand Break Repair Via Homologous Recombination (GO:1905168)	Positive Regulation Of Double-Strand Break Repair Via Homologous Recombination	3	9	0.3333333333333333
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Regulation Of Megakaryocyte Differentiation (GO:0045652)	Regulation Of Megakaryocyte Differentiation	2	6	0.3333333333333333
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	DNA-templated Transcription Elongation (GO:0006354)	DNA-templated Transcription Elongation	0	4	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Adrenergic Receptor Signaling Pathway (GO:0071875)	Adrenergic Receptor Signaling Pathway	7	8	0.875
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Long-Chain Fatty Acid Metabolic Process (GO:0001676)	Long-Chain Fatty Acid Metabolic Process	3	10	0.3
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Lytic Vacuole Organization (GO:0080171)	Lytic Vacuole Organization	0	4	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Inorganic Cation Transmembrane Transport (GO:0098662)	Inorganic Cation Transmembrane Transport	0	6	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Very Long-Chain Fatty Acid Biosynthetic Process (GO:0042761)	Very Long-Chain Fatty Acid Biosynthetic Process	2	8	0.25
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Positive Regulation Of Platelet Activation (GO:0010572)	Positive Regulation Of Platelet Activation	0	4	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Regulation Of Androgen Receptor Signaling Pathway (GO:0060765)	Regulation Of Androgen Receptor Signaling Pathway	2	3	0.6666666666666666
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Regulation Of Mitochondrial Membrane Permeability (GO:0046902)	Regulation Of Mitochondrial Membrane Permeability	3	5	0.6
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Folic Acid Metabolic Process (GO:0046655)	Folic Acid Metabolic Process	3	8	0.375
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Positive Regulation Of Synaptic Transmission, GABAergic (GO:0032230)	Positive Regulation Of Synaptic Transmission, GABAergic	6	11	0.5454545454545454
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Regulation Of Monoatomic Ion Transmembrane Transport (GO:0034765)	Regulation Of Monoatomic Ion Transmembrane Transport	3	7	0.42857142857142855
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Leucine Transport (GO:0015820)	Leucine Transport	1	3	0.3333333333333333
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Positive Regulation Of Response To Endoplasmic Reticulum Stress (GO:1905898)	Positive Regulation Of Response To Endoplasmic Reticulum Stress	2	9	0.2222222222222222
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Calcium Ion-Regulated Exocytosis Of Neurotransmitter (GO:0048791)	Calcium Ion-Regulated Exocytosis Of Neurotransmitter	0	6	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Mitotic Cell Cycle Checkpoint Signaling (GO:0007093)	Mitotic Cell Cycle Checkpoint Signaling	7	12	0.5833333333333334
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Leukotriene D4 Biosynthetic Process (GO:1901750)	Leukotriene D4 Biosynthetic Process	1	3	0.3333333333333333
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Regulation Of Centrosome Duplication (GO:0010824)	Regulation Of Centrosome Duplication	1	9	0.1111111111111111
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Regulation Of Type I Interferon Production (GO:0032479)	Regulation Of Type I Interferon Production	5	7	0.7142857142857143
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Positive Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0045737)	Positive Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity	4	6	0.6666666666666666
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	N-terminal Peptidyl-Methionine Acetylation (GO:0017196)	N-terminal Peptidyl-Methionine Acetylation	2	6	0.3333333333333333
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Glomerular Filtration (GO:0003094)	Glomerular Filtration	3	6	0.5
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Regulation Of Serine-Type Endopeptidase Activity (GO:1900003)	Regulation Of Serine-Type Endopeptidase Activity	2	2	1.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Regulation Of Cell Cycle Process (GO:0010564)	Regulation Of Cell Cycle Process	4	14	0.2857142857142857
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Negative Regulation Of Fibroblast Migration (GO:0010764)	Negative Regulation Of Fibroblast Migration	0	5	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Receptor Guanylyl Cyclase Signaling Pathway (GO:0007168)	Receptor Guanylyl Cyclase Signaling Pathway	0	9	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Contact Inhibition (GO:0060242)	Contact Inhibition	3	4	0.75
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Regulation Of Neuron Apoptotic Process (GO:0043523)	Regulation Of Neuron Apoptotic Process	3	10	0.3
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Notochord Development (GO:0030903)	Notochord Development	3	9	0.3333333333333333
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Hexose Import Across Plasma Membrane (GO:0140271)	Hexose Import Across Plasma Membrane	5	10	0.5
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Negative Regulation Of Lymphocyte Activation (GO:0051250)	Negative Regulation Of Lymphocyte Activation	4	6	0.6666666666666666
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Pyrimidine Ribonucleotide Biosynthetic Process (GO:0009220)	Pyrimidine Ribonucleotide Biosynthetic Process	2	4	0.5
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Glycerol Transmembrane Transport (GO:0015793)	Glycerol Transmembrane Transport	0	4	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	T-helper 1 Cell Differentiation (GO:0045063)	T-helper 1 Cell Differentiation	3	7	0.42857142857142855
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Regulation Of Intestinal Cholesterol Absorption (GO:0030300)	Regulation Of Intestinal Cholesterol Absorption	1	5	0.2
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	tRNA Wobble Base Modification (GO:0002097)	tRNA Wobble Base Modification	0	3	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Axonemal Dynein Complex Assembly (GO:0070286)	Axonemal Dynein Complex Assembly	1	4	0.25
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Positive Regulation Of Cholesterol Efflux (GO:0010875)	Positive Regulation Of Cholesterol Efflux	1	6	0.16666666666666666
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Macrophage Migration (GO:1905517)	Macrophage Migration	2	7	0.2857142857142857
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Positive Regulation Of Type II Interferon Production (GO:0032729)	Positive Regulation Of Type II Interferon Production	3	5	0.6
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	RNA Phosphodiester Bond Hydrolysis (GO:0090501)	RNA Phosphodiester Bond Hydrolysis	1	3	0.3333333333333333
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Response To Peptide Hormone (GO:0043434)	Response To Peptide Hormone	1	5	0.2
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Gland Development (GO:0048732)	Gland Development	2	5	0.4
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Immunoglobulin Mediated Immune Response (GO:0016064)	Immunoglobulin Mediated Immune Response	0	13	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Photoreceptor Cell Differentiation (GO:0046530)	Photoreceptor Cell Differentiation	4	7	0.5714285714285714
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Histone Arginine Methylation (GO:0034969)	Histone Arginine Methylation	5	8	0.625
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Protein K29-linked Ubiquitination (GO:0035519)	Protein K29-linked Ubiquitination	0	2	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Neuronal Ion Channel Clustering (GO:0045161)	Neuronal Ion Channel Clustering	0	6	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Regulation Of Chromosome Condensation (GO:0060623)	Regulation Of Chromosome Condensation	0	5	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	snoRNA Localization (GO:0048254)	snoRNA Localization	0	2	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Regulation Of Stem Cell Population Maintenance (GO:2000036)	Regulation Of Stem Cell Population Maintenance	4	8	0.5
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Regulation Of Cellular Response To Hypoxia (GO:1900037)	Regulation Of Cellular Response To Hypoxia	3	5	0.6
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Negative Regulation Of Muscle Cell Differentiation (GO:0051148)	Negative Regulation Of Muscle Cell Differentiation	2	4	0.5
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Diacylglycerol Biosynthetic Process (GO:0006651)	Diacylglycerol Biosynthetic Process	0	3	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	IMP Biosynthetic Process (GO:0006188)	IMP Biosynthetic Process	0	6	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Bundle Of His Cell To Purkinje Myocyte Communication (GO:0086069)	Bundle Of His Cell To Purkinje Myocyte Communication	1	4	0.25
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Regulation Of Dendritic Cell Chemotaxis (GO:2000508)	Regulation Of Dendritic Cell Chemotaxis	3	6	0.5
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Negative Regulation Of DNA Replication (GO:0008156)	Negative Regulation Of DNA Replication	1	7	0.14285714285714285
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Intracellular Protein Transport (GO:0006886)	Intracellular Protein Transport	1	10	0.1
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Ubiquitin-Dependent Protein Catabolic Process (GO:0006511)	Ubiquitin-Dependent Protein Catabolic Process	0	5	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	RNA Modification (GO:0009451)	RNA Modification	1	7	0.14285714285714285
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Positive Regulation Of Endothelial Cell Proliferation (GO:0001938)	Positive Regulation Of Endothelial Cell Proliferation	3	5	0.6
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Cellular Response To Heat (GO:0034605)	Cellular Response To Heat	2	6	0.3333333333333333
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Regulation Of Long-Term Synaptic Depression (GO:1900452)	Regulation Of Long-Term Synaptic Depression	1	5	0.2
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Regulation Of Establishment Of Cell Polarity (GO:2000114)	Regulation Of Establishment Of Cell Polarity	2	4	0.5
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Mitochondrial Respirasome Assembly (GO:0097250)	Mitochondrial Respirasome Assembly	0	7	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator (GO:0072332)	Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator	3	7	0.42857142857142855
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Natural Killer Cell Activation (GO:0030101)	Natural Killer Cell Activation	4	10	0.4
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Inorganic Anion Transmembrane Transport (GO:0098661)	Inorganic Anion Transmembrane Transport	3	10	0.3
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Positive Regulation Of Cellular Senescence (GO:2000774)	Positive Regulation Of Cellular Senescence	4	7	0.5714285714285714
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Regulation Of Vitamin D Biosynthetic Process (GO:0060556)	Regulation Of Vitamin D Biosynthetic Process	3	4	0.75
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Establishment Of Planar Polarity (GO:0001736)	Establishment Of Planar Polarity	0	6	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Regulatory ncRNA Processing (GO:0070918)	Regulatory ncRNA Processing	3	6	0.5
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Positive Regulation Of Axonogenesis (GO:0050772)	Positive Regulation Of Axonogenesis	1	6	0.16666666666666666
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Pseudouridine Synthesis (GO:0001522)	Pseudouridine Synthesis	1	6	0.16666666666666666
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	TRAIL-activated Apoptotic Signaling Pathway (GO:0036462)	TRAIL-activated Apoptotic Signaling Pathway	4	14	0.2857142857142857
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Modulation By Symbiont Of Entry Into Host (GO:0052372)	Modulation By Symbiont Of Entry Into Host	1	4	0.25
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Cell Morphogenesis Involved In Differentiation (GO:0000904)	Cell Morphogenesis Involved In Differentiation	1	3	0.3333333333333333
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Heart Trabecula Morphogenesis (GO:0061384)	Heart Trabecula Morphogenesis	0	4	0.0
